filename,label
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0017.flac,"[{""start"": 8736, ""end"": 30176}, {""start"": 33312, ""end"": 78816}, {""start"": 84000, ""end"": 104928}, {""start"": 109088, ""end"": 147424}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0020.flac,"[{""start"": 4640, ""end"": 41952}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0025.flac,"[{""start"": 2080, ""end"": 43488}, {""start"": 50208, ""end"": 68576}, {""start"": 70176, ""end"": 134112}, {""start"": 142880, ""end"": 174048}, {""start"": 177696, ""end"": 196576}, {""start"": 219680, ""end"": 258400}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0018.flac,"[{""start"": 6176, ""end"": 39904}, {""start"": 44576, ""end"": 70624}, {""start"": 87072, ""end"": 146400}, {""start"": 153632, ""end"": 230880}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0002.flac,"[{""start"": 6688, ""end"": 127968}, {""start"": 151584, ""end"": 231904}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0038.flac,"[{""start"": 6176, ""end"": 42976}, {""start"": 59424, ""end"": 89568}, {""start"": 95264, ""end"": 138208}, {""start"": 149024, ""end"": 207200}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0003.flac,"[{""start"": 7712, ""end"": 48608}, {""start"": 56864, ""end"": 88032}, {""start"": 100384, ""end"": 151008}, {""start"": 158752, ""end"": 184400}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0027.flac,"[{""start"": 6688, ""end"": 110048}, {""start"": 132640, ""end"": 180192}, {""start"": 200736, ""end"": 210080}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0001.flac,"[{""start"": 6688, ""end"": 176608}, {""start"": 187936, ""end"": 216032}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0034.flac,"[{""start"": 3616, ""end"": 29664}, {""start"": 47136, ""end"": 62944}, {""start"": 65056, ""end"": 84960}, {""start"": 86560, ""end"": 121824}, {""start"": 131616, ""end"": 154080}, {""start"": 155680, ""end"": 231904}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0004.flac,"[{""start"": 4640, ""end"": 64992}, {""start"": 71200, ""end"": 96736}, {""start"": 128032, ""end"": 174048}, {""start"": 177696, ""end"": 240096}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0035.flac,"[{""start"": 7712, ""end"": 39392}, {""start"": 42016, ""end"": 58336}, {""start"": 90656, ""end"": 189920}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0022.flac,"[{""start"": 9248, ""end"": 24544}, {""start"": 50208, ""end"": 140768}, {""start"": 154144, ""end"": 208864}, {""start"": 211488, ""end"": 232240}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0024.flac,"[{""start"": 4128, ""end"": 19936}, {""start"": 25120, ""end"": 50656}, {""start"": 67104, ""end"": 82400}, {""start"": 91168, ""end"": 127456}, {""start"": 131616, ""end"": 152032}, {""start"": 172064, ""end"": 203232}, {""start"": 206368, ""end"": 222080}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0016.flac,"[{""start"": 6176, ""end"": 90592}, {""start"": 116256, ""end"": 154080}, {""start"": 177696, ""end"": 225248}, {""start"": 228896, ""end"": 250848}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0005.flac,"[{""start"": 6688, ""end"": 72160}, {""start"": 80416, ""end"": 119776}, {""start"": 122912, ""end"": 160224}, {""start"": 180256, ""end"": 213984}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0028.flac,"[{""start"": 2592, ""end"": 19424}, {""start"": 22048, ""end"": 94176}, {""start"": 106528, ""end"": 143840}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0007.flac,"[{""start"": 9760, ""end"": 23520}, {""start"": 38432, ""end"": 95360}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0000.flac,"[{""start"": 5152, ""end"": 43488}, {""start"": 45088, ""end"": 136160}, {""start"": 138272, ""end"": 175072}, {""start"": 187936, ""end"": 222176}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0030.flac,"[{""start"": 2592, ""end"": 21472}, {""start"": 23072, ""end"": 88032}, {""start"": 90144, ""end"": 140768}, {""start"": 165920, ""end"": 231904}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0010.flac,"[{""start"": 3104, ""end"": 45536}, {""start"": 54816, ""end"": 148960}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0029.flac,"[{""start"": 7200, ""end"": 102880}, {""start"": 111136, ""end"": 157664}, {""start"": 159264, ""end"": 180704}, {""start"": 183840, ""end"": 202208}, {""start"": 204832, ""end"": 234464}, {""start"": 236576, ""end"": 257520}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0033.flac,"[{""start"": 3104, ""end"": 61920}, {""start"": 73760, ""end"": 115680}, {""start"": 117792, ""end"": 160736}, {""start"": 187424, ""end"": 209888}, {""start"": 212512, ""end"": 250848}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0037.flac,"[{""start"": 3616, ""end"": 65504}, {""start"": 78368, ""end"": 100832}, {""start"": 109600, ""end"": 166368}, {""start"": 176672, ""end"": 237536}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0015.flac,"[{""start"": 3104, ""end"": 36320}, {""start"": 50208, ""end"": 141792}, {""start"": 150560, ""end"": 197088}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0021.flac,"[{""start"": 6688, ""end"": 43040}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0023.flac,"[{""start"": 4640, ""end"": 48608}, {""start"": 68128, ""end"": 79840}, {""start"": 81440, ""end"": 109024}, {""start"": 122912, ""end"": 216544}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0036.flac,"[{""start"": 8736, ""end"": 68064}, {""start"": 71712, ""end"": 98272}, {""start"": 111136, ""end"": 162784}, {""start"": 172064, ""end"": 238640}]"
wavs/LibriSpeech/train-clean-100/200/124139/200-124139-0013.flac,"[{""start"": 5152, ""end"": 40928}, {""start"": 48160, ""end"": 138720}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0033.flac,"[{""start"": 4128, ""end"": 32736}, {""start"": 53792, ""end"": 107488}, {""start"": 110624, ""end"": 138208}, {""start"": 149536, ""end"": 155104}, {""start"": 158240, ""end"": 171488}, {""start"": 184864, ""end"": 191456}, {""start"": 198176, ""end"": 205792}, {""start"": 213024, ""end"": 225248}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0037.flac,"[{""start"": 8736, ""end"": 36832}, {""start"": 39456, ""end"": 90592}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0027.flac,"[{""start"": 4640, ""end"": 27104}, {""start"": 54304, ""end"": 69600}, {""start"": 76832, ""end"": 93664}, {""start"": 98848, ""end"": 158240}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0014.flac,"[{""start"": 5152, ""end"": 51680}, {""start"": 75296, ""end"": 132064}, {""start"": 144416, ""end"": 217360}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0028.flac,"[{""start"": 8736, ""end"": 51680}, {""start"": 56352, ""end"": 85984}, {""start"": 95776, ""end"": 149472}, {""start"": 165408, ""end"": 175072}, {""start"": 182816, ""end"": 208864}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0032.flac,"[{""start"": 10272, ""end"": 23520}, {""start"": 31264, ""end"": 71648}, {""start"": 89632, ""end"": 111584}, {""start"": 117792, ""end"": 134624}, {""start"": 137248, ""end"": 215920}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0009.flac,"[{""start"": 2592, ""end"": 26592}, {""start"": 39968, ""end"": 69600}, {""start"": 76832, ""end"": 126432}, {""start"": 156192, ""end"": 178144}, {""start"": 184352, ""end"": 252960}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0012.flac,"[{""start"": 8736, ""end"": 19936}, {""start"": 24096, ""end"": 87008}, {""start"": 94240, ""end"": 120800}, {""start"": 122400, ""end"": 150496}, {""start"": 176160, ""end"": 188384}, {""start"": 198688, ""end"": 225760}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0010.flac,"[{""start"": 4640, ""end"": 39904}, {""start"": 51232, ""end"": 65504}, {""start"": 72224, ""end"": 192992}, {""start"": 208928, ""end"": 222176}, {""start"": 225312, ""end"": 263136}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0015.flac,"[{""start"": 2592, ""end"": 88544}, {""start"": 100384, ""end"": 152032}, {""start"": 153632, ""end"": 195552}, {""start"": 204832, ""end"": 241840}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0000.flac,"[{""start"": 4640, ""end"": 20448}, {""start"": 50720, ""end"": 102880}, {""start"": 104992, ""end"": 149472}, {""start"": 151072, ""end"": 229200}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0019.flac,"[{""start"": 9248, ""end"": 110560}, {""start"": 129568, ""end"": 159712}, {""start"": 166432, ""end"": 197088}, {""start"": 205856, ""end"": 239072}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0021.flac,"[{""start"": 4128, ""end"": 47072}, {""start"": 52768, ""end"": 96224}, {""start"": 115744, ""end"": 203744}, {""start"": 209952, ""end"": 231920}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0006.flac,"[{""start"": 4640, ""end"": 124384}, {""start"": 134176, ""end"": 148448}, {""start"": 152096, ""end"": 207328}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0018.flac,"[{""start"": 8736, ""end"": 97760}, {""start"": 99872, ""end"": 127968}, {""start"": 129568, ""end"": 159712}, {""start"": 170016, ""end"": 186848}, {""start"": 191008, ""end"": 214496}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0008.flac,"[{""start"": 4640, ""end"": 49120}, {""start"": 51744, ""end"": 70624}, {""start"": 84512, ""end"": 173536}, {""start"": 201760, ""end"": 217056}, {""start"": 219168, ""end"": 234160}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0001.flac,"[{""start"": 4640, ""end"": 50656}, {""start"": 55328, ""end"": 91616}, {""start"": 95776, ""end"": 254944}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0035.flac,"[{""start"": 4128, ""end"": 42464}, {""start"": 53792, ""end"": 86496}, {""start"": 91680, ""end"": 151008}, {""start"": 162336, ""end"": 189440}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0022.flac,"[{""start"": 3616, ""end"": 54752}, {""start"": 74784, ""end"": 168928}, {""start"": 179744, ""end"": 243168}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0007.flac,"[{""start"": 5152, ""end"": 104416}, {""start"": 107040, ""end"": 120800}, {""start"": 150048, ""end"": 252384}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0029.flac,"[{""start"": 10784, ""end"": 37856}, {""start"": 61984, ""end"": 138208}, {""start"": 140320, ""end"": 158688}, {""start"": 164896, ""end"": 183776}, {""start"": 188960, ""end"": 212448}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0013.flac,"[{""start"": 4640, ""end"": 60384}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0030.flac,"[{""start"": 8736, ""end"": 43488}, {""start"": 56864, ""end"": 116704}, {""start"": 122912, ""end"": 167392}, {""start"": 178720, ""end"": 236880}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0025.flac,"[{""start"": 7712, ""end"": 83936}, {""start"": 89632, ""end"": 125408}, {""start"": 155680, ""end"": 163808}, {""start"": 167968, ""end"": 192992}, {""start"": 200224, ""end"": 218592}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0016.flac,"[{""start"": 6176, ""end"": 72672}, {""start"": 84512, ""end"": 199648}, {""start"": 205344, ""end"": 234464}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0034.flac,"[{""start"": 3104, ""end"": 57824}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0011.flac,"[{""start"": 25120, ""end"": 38368}, {""start"": 44064, ""end"": 52704}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0036.flac,"[{""start"": 2080, ""end"": 83936}, {""start"": 96800, ""end"": 184288}, {""start"": 189984, ""end"": 213472}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0004.flac,"[{""start"": 4640, ""end"": 50144}, {""start"": 64032, ""end"": 87008}, {""start"": 88608, ""end"": 141280}, {""start"": 147488, ""end"": 197600}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0017.flac,"[{""start"": 9248, ""end"": 180192}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0031.flac,"[{""start"": 5664, ""end"": 91616}, {""start"": 103968, ""end"": 152032}, {""start"": 157216, ""end"": 218080}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0023.flac,"[{""start"": 11808, ""end"": 18400}, {""start"": 25632, ""end"": 77792}, {""start"": 86048, ""end"": 123872}, {""start"": 126496, ""end"": 150496}, {""start"": 168992, ""end"": 206816}, {""start"": 208416, ""end"": 240096}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0024.flac,"[{""start"": 6176, ""end"": 105440}, {""start"": 139808, ""end"": 178656}, {""start"": 181280, ""end"": 197600}, {""start"": 199200, ""end"": 251360}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0005.flac,"[{""start"": 5664, ""end"": 83424}, {""start"": 90656, ""end"": 113632}, {""start"": 134688, ""end"": 186848}, {""start"": 194592, ""end"": 236480}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0003.flac,"[{""start"": 4640, ""end"": 64480}, {""start"": 67616, ""end"": 105440}, {""start"": 123424, ""end"": 190944}, {""start"": 197152, ""end"": 252896}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0002.flac,"[{""start"": 6688, ""end"": 20960}, {""start"": 49184, ""end"": 111584}, {""start"": 120352, ""end"": 175584}, {""start"": 189472, ""end"": 248240}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0020.flac,"[{""start"": 6176, ""end"": 65504}, {""start"": 84000, ""end"": 212720}]"
wavs/LibriSpeech/train-clean-100/200/126784/200-126784-0026.flac,"[{""start"": 6176, ""end"": 57312}, {""start"": 81440, ""end"": 142816}, {""start"": 150048, ""end"": 168928}, {""start"": 172064, ""end"": 199136}, {""start"": 200736, ""end"": 262112}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0036.flac,"[{""start"": 3616, ""end"": 63968}, {""start"": 67616, ""end"": 112096}, {""start"": 114208, ""end"": 160224}, {""start"": 166432, ""end"": 225248}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0003.flac,"[{""start"": 3616, ""end"": 44512}, {""start"": 51232, ""end"": 117216}, {""start"": 133152, ""end"": 215008}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0033.flac,"[{""start"": 3616, ""end"": 40416}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0019.flac,"[{""start"": 7712, ""end"": 76256}, {""start"": 82976, ""end"": 146912}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0038.flac,"[{""start"": 2592, ""end"": 54752}, {""start"": 63520, ""end"": 112080}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0021.flac,"[{""start"": 2592, ""end"": 51168}, {""start"": 70688, ""end"": 97760}, {""start"": 109600, ""end"": 138208}, {""start"": 147488, ""end"": 192480}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0024.flac,"[{""start"": 4640, ""end"": 42464}, {""start"": 59424, ""end"": 86496}, {""start"": 91168, ""end"": 223712}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0011.flac,"[{""start"": 5152, ""end"": 32736}, {""start"": 52768, ""end"": 66528}, {""start"": 68128, ""end"": 138720}, {""start"": 145440, ""end"": 219616}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0032.flac,"[{""start"": 3104, ""end"": 80864}, {""start"": 85024, ""end"": 149472}, {""start"": 157216, ""end"": 189408}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0025.flac,"[{""start"": 7712, ""end"": 38368}, {""start"": 46112, ""end"": 70112}, {""start"": 81440, ""end"": 140256}, {""start"": 158752, ""end"": 193504}, {""start"": 197152, ""end"": 223120}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0035.flac,"[{""start"": 7200, ""end"": 54240}, {""start"": 78368, ""end"": 111584}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0015.flac,"[{""start"": 4128, ""end"": 62432}, {""start"": 76832, ""end"": 85984}, {""start"": 91680, ""end"": 126944}, {""start"": 133152, ""end"": 153056}, {""start"": 154656, ""end"": 210400}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0030.flac,"[{""start"": 2592, ""end"": 42464}, {""start"": 50720, ""end"": 241632}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0009.flac,"[{""start"": 3616, ""end"": 99296}, {""start"": 117280, ""end"": 128992}, {""start"": 131616, ""end"": 146912}, {""start"": 150048, ""end"": 222688}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0006.flac,"[{""start"": 5664, ""end"": 47584}, {""start"": 50208, ""end"": 77280}, {""start"": 100384, ""end"": 224224}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0018.flac,"[{""start"": 8736, ""end"": 78304}, {""start"": 90144, ""end"": 188384}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0008.flac,"[{""start"": 8736, ""end"": 23520}, {""start"": 25120, ""end"": 49120}, {""start"": 70688, ""end"": 165856}, {""start"": 185888, ""end"": 213984}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0029.flac,"[{""start"": 3616, ""end"": 73696}, {""start"": 86048, ""end"": 212960}, {""start"": 229408, ""end"": 248880}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0022.flac,"[{""start"": 7712, ""end"": 72160}, {""start"": 77344, ""end"": 114656}, {""start"": 123936, ""end"": 210912}, {""start"": 219168, ""end"": 250848}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0020.flac,"[{""start"": 6176, ""end"": 37344}, {""start"": 43552, ""end"": 71648}, {""start"": 74272, ""end"": 118240}, {""start"": 127008, ""end"": 162272}, {""start"": 164384, ""end"": 213200}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0012.flac,"[{""start"": 9248, ""end"": 48000}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0000.flac,"[{""start"": 6688, ""end"": 83936}, {""start"": 97824, ""end"": 250848}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0001.flac,"[{""start"": 7712, ""end"": 85472}, {""start"": 97824, ""end"": 111072}, {""start"": 113696, ""end"": 203744}, {""start"": 219168, ""end"": 260064}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0034.flac,"[{""start"": 8736, ""end"": 66528}, {""start"": 85536, ""end"": 138720}, {""start"": 143904, ""end"": 234464}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0014.flac,"[{""start"": 4640, ""end"": 27616}, {""start"": 41504, ""end"": 109536}, {""start"": 112160, ""end"": 134112}, {""start"": 164384, ""end"": 230640}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0026.flac,"[{""start"": 4640, ""end"": 60896}, {""start"": 63520, ""end"": 140256}, {""start"": 160800, ""end"": 221664}, {""start"": 224288, ""end"": 237536}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0005.flac,"[{""start"": 8736, ""end"": 23520}, {""start"": 26144, ""end"": 39904}, {""start"": 45600, ""end"": 67040}, {""start"": 72224, ""end"": 121312}, {""start"": 143392, ""end"": 169952}, {""start"": 176160, ""end"": 210912}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0002.flac,"[{""start"": 9248, ""end"": 75232}, {""start"": 88096, ""end"": 146400}, {""start"": 149024, ""end"": 176608}, {""start"": 199712, ""end"": 231680}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0031.flac,"[{""start"": 8736, ""end"": 120288}, {""start"": 126496, ""end"": 195552}, {""start"": 208416, ""end"": 241040}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0028.flac,"[{""start"": 8736, ""end"": 31712}, {""start"": 44576, ""end"": 142304}, {""start"": 153632, ""end"": 200672}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0010.flac,"[{""start"": 9760, ""end"": 92128}, {""start"": 97824, ""end"": 124896}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0016.flac,"[{""start"": 10784, ""end"": 46048}, {""start"": 48672, ""end"": 83936}, {""start"": 91680, ""end"": 124384}, {""start"": 127008, ""end"": 219120}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0007.flac,"[{""start"": 7712, ""end"": 61920}, {""start"": 84512, ""end"": 124384}, {""start"": 129056, ""end"": 142304}, {""start"": 155680, ""end"": 183264}, {""start"": 187424, ""end"": 197088}, {""start"": 199200, ""end"": 212960}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0027.flac,"[{""start"": 9248, ""end"": 52192}, {""start"": 58400, ""end"": 99296}, {""start"": 101920, ""end"": 122336}, {""start"": 124448, ""end"": 132576}, {""start"": 135712, ""end"": 230368}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0004.flac,"[{""start"": 8736, ""end"": 32224}, {""start"": 34848, ""end"": 48096}, {""start"": 54816, ""end"": 91616}, {""start"": 97824, ""end"": 126944}, {""start"": 128544, ""end"": 146912}, {""start"": 154656, ""end"": 200160}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0017.flac,"[{""start"": 3616, ""end"": 35808}, {""start"": 63520, ""end"": 100832}, {""start"": 109600, ""end"": 196064}, {""start"": 201760, ""end"": 247776}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0037.flac,"[{""start"": 8736, ""end"": 47584}, {""start"": 56864, ""end"": 95712}, {""start"": 97824, ""end"": 186848}, {""start"": 204832, ""end"": 226640}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0013.flac,"[{""start"": 5664, ""end"": 48096}, {""start"": 54816, ""end"": 125408}, {""start"": 160288, ""end"": 185312}, {""start"": 191520, ""end"": 203232}, {""start"": 206880, ""end"": 236400}]"
wavs/LibriSpeech/train-clean-100/200/124140/200-124140-0023.flac,"[{""start"": 8736, ""end"": 52704}, {""start"": 54816, ""end"": 94176}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0019.flac,"[{""start"": 3616, ""end"": 115168}, {""start"": 122912, ""end"": 169952}, {""start"": 173088, ""end"": 231392}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0003.flac,"[{""start"": 2080, ""end"": 36320}, {""start"": 46112, ""end"": 85984}, {""start"": 87584, ""end"": 109024}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0000.flac,"[{""start"": 6176, ""end"": 103760}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0009.flac,"[{""start"": 8224, ""end"": 60896}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0025.flac,"[{""start"": 3104, ""end"": 102880}, {""start"": 109600, ""end"": 143680}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0010.flac,"[{""start"": 2592, ""end"": 39904}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0001.flac,"[{""start"": 3104, ""end"": 47072}, {""start"": 51232, ""end"": 109536}, {""start"": 116768, ""end"": 175584}, {""start"": 177184, ""end"": 223040}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0023.flac,"[{""start"": 3104, ""end"": 49120}, {""start"": 62496, ""end"": 77280}, {""start"": 79904, ""end"": 106976}, {""start"": 112672, ""end"": 140256}, {""start"": 141856, ""end"": 191968}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0016.flac,"[{""start"": 2592, ""end"": 49632}, {""start"": 51744, ""end"": 73696}, {""start"": 75296, ""end"": 84960}, {""start"": 97312, ""end"": 138080}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0004.flac,"[{""start"": 8224, ""end"": 50144}, {""start"": 51744, ""end"": 126432}, {""start"": 128032, ""end"": 153568}, {""start"": 157728, ""end"": 198624}, {""start"": 203296, ""end"": 228240}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0013.flac,"[{""start"": 4640, ""end"": 34784}, {""start"": 46112, ""end"": 76768}, {""start"": 78880, ""end"": 142304}, {""start"": 146464, ""end"": 187872}, {""start"": 189472, ""end"": 245520}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0029.flac,"[{""start"": 3616, ""end"": 70112}, {""start"": 73248, ""end"": 127968}, {""start"": 136224, ""end"": 226272}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0022.flac,"[{""start"": 3104, ""end"": 25056}, {""start"": 27680, ""end"": 80864}, {""start"": 91168, ""end"": 152720}]"
wavs/LibriSpeech/train-clean-100/5750/35690/5750-35690-0028.flac,"[{""start"": 2592, ""end"": 77792}, {""start"": 88608, ""end"": 135440}]"
